"DeviceProtection","InternetService","MonthlyCharges","OnlineBackup","OnlineSecurity","PaperlessBilling","SeniorCitizen","StreamingMovies","StreamingTV","TechSupport","Churn","Contract","Dependents","Partner","PaymentMethod","TotalCharges","tenure","MultipleLines","PhoneService","customerID","gender" 
"Yes","Fiber optic",110.23,"Yes","Yes","Yes",0,"Yes","Yes","No","No","One year","No","Yes","Electronic check",6885.31,61,"Yes","Yes","3048-MSDSS","Male"
"Yes","Fiber optic",74,"Yes","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","No","Bank transfer (automatic)",1236.7347,63,"Yes","Yes","0380-IMBNV","Female"
"No internet service","No",20.63,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Two year","No","Yes","Credit card (automatic)",5425,56,"No","Yes","0028-AYDCR","Male"
"No internet service","No",25.7,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","One year","No","No","Credit card (automatic)",1409.8,54,"Yes","Yes","4795-ZTNKD","Female"
"No","DSL",54,"Yes","Yes","Yes",0,"No","No","No","No","One year","Yes","No","Credit card (automatic)",1328.98,24,"Yes","Yes","9702-QQEWG","Female"
"No internet service","No",20.7,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Electronic check",981.63,18,"Yes","Yes","6120-YIPDC","Male"
"Yes","Fiber optic",75.8,"Yes","Yes","Yes",0,"No","Yes","No","No","Month-to-month","Yes","No","Credit card (automatic)",1044.49,12,"No","Yes","9117-TRSMO","Female"
"Yes","Fiber optic",80.694,"Yes","No","Yes",0,"No","No","Yes","No","One year","No","No","Credit card (automatic)",490.612,18,"No","Yes","2897-CPZXI","Female"
"No","DSL",74.531,"No","No","No",0,"No","No","No","No","One year","Yes","Yes","Electronic check",1169.8,16,"No","Yes","7872-IJCXK","Male"
"No","Fiber optic",90.7,"No","No","Yes",0,"No","No","Yes","No","Two year","No","No","Mailed check",2661.63,50,"Yes","Yes","5098-UYZZL","Male"
"Yes","DSL",75.54,"No","No","Yes",0,"No","No","Yes","No","Month-to-month","No","Yes","Credit card (automatic)",1937.96,21,"No","Yes","6404-TNSNT","Male"
"No","DSL",29.867,"Yes","Yes","No",0,"Yes","Yes","No","Yes","Month-to-month","No","No","Mailed check",344,17,"No","Yes","7282-BPNBU","Female"
"Yes","DSL",30.5,"No","No","No",0,"No","Yes","Yes","No","Month-to-month","Yes","Yes","Mailed check",1540,17,"No","Yes","3707-UDSME","Male"
"No","DSL",65.459,"Yes","No","No",0,"Yes","Yes","No","Yes","Month-to-month","No","No","Credit card (automatic)",1774.286,19,"No","Yes","0955-HKJLG","Female"
"Yes","Fiber optic",71.459,"Yes","Yes","No",0,"Yes","Yes","No","No","Month-to-month","Yes","No","Credit card (automatic)",1282.45,63,"Yes","Yes","7818-DDVIV","Female"
"Yes","Fiber optic",106.22,"Yes","Yes","Yes",0,"Yes","Yes","Yes","No","Two year","No","No","Electronic check",4268.9796,55,"No","Yes","5260-JATYL","Female"
"No","DSL",64,"No","Yes","Yes",0,"No","No","Yes","No","Month-to-month","No","No","Bank transfer (automatic)",820.816,46,"No","Yes","6143-VYUIK","Female"
"No internet service","No",24.68,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Two year","No","Yes","Bank transfer (automatic)",3767.35,55,"No","Yes","4354-FBMJE","Female"
"No internet service","No",24.765,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Two year","Yes","No","Credit card (automatic)",3570.2,66,"Yes","Yes","3148-CQFSE","Female"
"Yes","DSL",55.7,"Yes","Yes","Yes",0,"No","No","Yes","Yes","One year","No","No","Electronic check",3011.4286,38,"No","Yes","8206-DTEZL","Male"
"Yes","Fiber optic",89.643,"Yes","Yes","Yes",1,"Yes","No","No","No","Month-to-month","No","No","Bank transfer (automatic)",998.78,19,"Yes","Yes","5023-OZMTS","Male"
"No","DSL",55.153,"No","No","Yes",0,"No","No","No","No","Two year","Yes","Yes","Electronic check",4303.2653,64,"No","Yes","8989-MJFES","Male"
"No","Fiber optic",74.16,"No","Yes","Yes",0,"No","Yes","No","No","Month-to-month","Yes","Yes","Electronic check",3362.449,56,"No","Yes","9882-GZFZW","Male"
"Yes","Fiber optic",89.48,"Yes","No","Yes",0,"Yes","No","No","No","Month-to-month","No","No","Bank transfer (automatic)",3000.82,57,"No","Yes","9109-RZGYA","Male"
"No","Fiber optic",78.67,"No","Yes","Yes",0,"Yes","Yes","No","Yes","Month-to-month","Yes","Yes","Electronic check",4566.12,67,"No","Yes","5416-WLYDW","Female"
"No","DSL",44.1,"Yes","Yes","No",0,"No","No","Yes","Yes","Month-to-month","Yes","No","Bank transfer (automatic)",864.0816,6,"No","Yes","9266-VKIUF","Male"
"No","DSL",56.45,"No","Yes","Yes",0,"Yes","No","No","No","Month-to-month","No","Yes","Credit card (automatic)",557.959,19,"No","Yes","3680-WRCXR","Female"
"Yes","DSL",48.765,"No","Yes","No",0,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Credit card (automatic)",2111.84,43,"Yes","Yes","9841-EUGEL","Female"
"No","DSL",66.2,"Yes","No","Yes",0,"No","Yes","No","Yes","Month-to-month","No","Yes","Electronic check",2456.73,24,"No","Yes","8158-IPXYV","Male"
"No","DSL",61.306,"Yes","No","Yes",1,"No","No","Yes","Yes","Month-to-month","Yes","Yes","Mailed check",1442.449,16,"Yes","Yes","7377-IUAAC","Female"
"No","DSL",60.34,"No","Yes","Yes",0,"No","Yes","No","No","Month-to-month","No","Yes","Credit card (automatic)",2035.1,30,"Yes","Yes","4215-TVEKU","Female"
"No","Fiber optic",90.02,"Yes","Yes","Yes",1,"Yes","No","Yes","No","Month-to-month","No","Yes","Credit card (automatic)",1404.49,57,"No","Yes","7693-KANOK","Male"
"Yes","DSL",50.4,"No","No","Yes",0,"No","Yes","Yes","Yes","Month-to-month","No","Yes","Bank transfer (automatic)",5168.98,67,"No","Yes","6812-DJGRQ","Female"
"No","Fiber optic",99.89,"No","No","No",0,"Yes","Yes","No","No","Month-to-month","No","No","Electronic check",2185.3061,27,"No","Yes","8293-AQERW","Male"
"No","Fiber optic",86.47,"Yes","No","Yes",1,"Yes","No","No","No","Month-to-month","No","Yes","Mailed check",187.76,0,"Yes","Yes","0409-EJNFM","Male"
"No internet service","No",25.65,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Bank transfer (automatic)",4504.49,49,"No","Yes","0737-ZJRFF","Female"
"Yes","Fiber optic",108.18,"Yes","Yes","No",0,"Yes","Yes","Yes","Yes","Month-to-month","No","No","Electronic check",1681.633,18,"No","Yes","0231-IEJUN","Female"
"No internet service","No",25.735,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Credit card (automatic)",3470.61,35,"Yes","Yes","1022-PDBOZ","Male"
"Yes","DSL",80.745,"No","Yes","Yes",0,"No","No","No","Yes","Month-to-month","Yes","No","Electronic check",442.857,5,"No","Yes","3568-CENWY","Female"
"Yes","Fiber optic",104,"Yes","Yes","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Bank transfer (automatic)",1483.27,64,"No","Yes","1003-JAPQU","Male"
"No","DSL",85.0,"Yes","No","No",0,"Yes","Yes","No","Yes","Month-to-month","No","Yes","Electronic check",3780,45,"No","Yes","9372-LHQOE","Female"
"Yes","DSL",80.633,"No","Yes","Yes",0,"No","Yes","No","No","Two year","Yes","Yes","Bank transfer (automatic)",7849.796,72,"Yes","Yes","7969-JATEI","Male"
"No","Fiber optic",91.847,"Yes","No","No",0,"Yes","Yes","No","No","Month-to-month","No","Yes","Bank transfer (automatic)",2521.224,30,"No","Yes","7733-XEYNM","Male"
"No","DSL",75.2,"Yes","No","Yes",1,"No","No","Yes","No","Two year","No","Yes","Mailed check",6325.714,66,"No","Yes","1491-ZCETV","Male"
"Yes","Fiber optic",95.02,"Yes","No","No",0,"Yes","No","No","No","Month-to-month","Yes","Yes","Credit card (automatic)",399.59,8,"No","Yes","0091-XLJIB","Male"
"No","DSL",76.296,"No","Yes","Yes",0,"No","No","No","Yes","One year","No","No","Bank transfer (automatic)",954.694,28,"No","Yes","9324-YTGNL","Male"
"No internet service","No",19.133,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Two year","Yes","Yes","Credit card (automatic)",4959.5918,60,"No","Yes","9198-HYDTR","Male"
"No","DSL",79.184,"Yes","Yes","Yes",0,"No","No","No","No","Two year","No","No","Credit card (automatic)",5619.59,68,"Yes","Yes","3796-NXQGR","Female"
"Yes","DSL",78.84,"Yes","Yes","Yes",0,"Yes","No","No","No","Month-to-month","No","No","Electronic check",2101.63,25,"Yes","Yes","0966-SNGZK","Male"
"No","Fiber optic",85.52,"No","Yes","Yes",0,"No","Yes","Yes","No","One year","No","Yes","Mailed check",1337.96,69,"Yes","Yes","0264-XNRFS","Male"
"Yes","Fiber optic",78.796,"Yes","No","Yes",0,"No","No","Yes","No","Two year","Yes","No","Electronic check",4228.57,67,"No","Yes","7385-CJYKB","Male"
"Yes","DSL",56.27,"No","No","Yes",0,"No","No","Yes","Yes","Two year","Yes","Yes","Electronic check",2321.224,62,"Yes","Yes","6756-VVRTW","Female"
"No","Fiber optic",89.49,"No","No","No",0,"No","No","No","No","Month-to-month","No","No","Electronic check",22.041,9,"Yes","Yes","8686-DIITD","Male"
"Yes","Fiber optic",106.837,"No","No","Yes",1,"Yes","Yes","Yes","No","Two year","No","No","Credit card (automatic)",4660.0,72,"Yes","Yes","4204-SNRNG","Female"
"Yes","Fiber optic",93.745,"Yes","Yes","Yes",0,"Yes","Yes","Yes","Yes","Month-to-month","Yes","No","Mailed check",157,3,"No","Yes","1950-EQUZC","Male"
"Yes","Fiber optic",95.622,"No","Yes","Yes",1,"Yes","No","No","No","Two year","No","Yes","Credit card (automatic)",4902.45,51,"No","Yes","8967-EZNFK","Male"
"Yes","DSL",55.735,"No","No","Yes",0,"Yes","Yes","Yes","Yes","Month-to-month","No","Yes","Mailed check",311.837,19,"Yes","Yes","4082-SNFYU","Female"
"No","Fiber optic",80.918,"Yes","Yes","Yes",0,"No","Yes","Yes","No","Two year","No","No","Bank transfer (automatic)",489.3878,20,"Yes","Yes","0236-DDZPG","Male"
"No","Fiber optic",90.163,"No","No","No",0,"No","No","No","No","One year","No","No","Electronic check",857.551,43,"No","Yes","9250-LVTVY","Male"
"No","DSL",59.52,"No","No","Yes",1,"No","No","No","No","Two year","No","No","Credit card (automatic)",4855.1,72,"No","Yes","4819-QOFCS","Female"
"No","DSL",65.4,"No","No","Yes",0,"Yes","Yes","No","No","Two year","No","No","Electronic check",2682.86,34,"Yes","Yes","7824-WKYSX","Female"
"Yes","DSL",55.622,"Yes","No","Yes",0,"No","No","Yes","No","Month-to-month","No","No","Mailed check",3777.55,38,"Yes","Yes","7018-CAXBJ","Male"
"Yes","DSL",65.296,"No","No","Yes",0,"Yes","No","No","No","Two year","No","No","Electronic check",3804.9,72,"Yes","Yes","5566-ERGFZ","Female"
"Yes","Fiber optic",105.806,"Yes","No","Yes",1,"Yes","Yes","No","Yes","Month-to-month","No","No","Credit card (automatic)",1569.388,64,"Yes","Yes","3367-NTUAU","Female"
"Yes","Fiber optic",81.204,"Yes","Yes","Yes",0,"No","No","No","Yes","Month-to-month","Yes","Yes","Electronic check",216.33,4,"Yes","Yes","5396-NOMHR","Male"
"No","DSL",54.378,"Yes","Yes","Yes",0,"No","Yes","Yes","Yes","Month-to-month","Yes","Yes","Bank transfer (automatic)",1314.29,10,"Yes","Yes","3778-OVSWA","Male"
"Yes","Fiber optic",91.54,"No","Yes","Yes",0,"No","No","Yes","Yes","Month-to-month","Yes","No","Electronic check",2445.71,24,"Yes","Yes","5541-JZVEV","Female"
"No internet service","No",25.459,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","Yes","Electronic check",2388.98,20,"No","Yes","0339-DGMPQ","Male"
"Yes","Fiber optic",105.755,"Yes","Yes","Yes",0,"Yes","Yes","No","No","Month-to-month","No","Yes","Credit card (automatic)",40.0,1,"No","Yes","4019-NZYHH","Female"
"No","Fiber optic",86.776,"No","No","Yes",0,"No","No","No","No","Month-to-month","No","No","Bank transfer (automatic)",1832.24,23,"No","Yes","2099-YXOAF","Female"
"Yes","Fiber optic",106.347,"Yes","No","Yes",0,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Credit card (automatic)",377.551,16,"Yes","Yes","9045-LALHK","Female"
"No","Fiber optic",95.08,"No","Yes","Yes",0,"No","Yes","Yes","No","Month-to-month","Yes","Yes","Bank transfer (automatic)",4521.633,40,"Yes","Yes","9729-SPUVI","Female"
"No","Fiber optic",86.3,"Yes","No","No",0,"Yes","Yes","Yes","No","Month-to-month","Yes","No","Bank transfer (automatic)",652.653,36,"No","Yes","3856-AXJVF","Male"
"Yes","DSL",80.78,"No","Yes","No",0,"Yes","No","No","No","Two year","Yes","No","Electronic check",1875.1,72,"No","Yes","7869-XUBEK","Female"
"Yes","Fiber optic",109.694,"No","No","Yes",0,"Yes","Yes","Yes","No","One year","Yes","No","Mailed check",377.96,13,"Yes","Yes","4363-MNSSF","Male"
"No internet service","No",25.286,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","Yes","Yes","Credit card (automatic)",2787.755,42,"No","Yes","4135-UAHRO","Female"
"No internet service","No",25.0,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Two year","Yes","Yes","Electronic check",1223.67,51,"Yes","Yes","9437-CACXK","Female"
"No","Fiber optic",94.22,"Yes","No","Yes",1,"No","Yes","No","Yes","Month-to-month","Yes","No","Electronic check",689.388,13,"Yes","Yes","2016-DGKWG","Female"
"No","DSL",54.765,"Yes","No","Yes",0,"Yes","Yes","Yes","Yes","Month-to-month","Yes","No","Bank transfer (automatic)",272.245,7,"Yes","Yes","7609-OQDNB","Female"
"Yes","DSL",45.092,"No","Yes","No",0,"Yes","Yes","No","No","One year","Yes","No","Electronic check",1273.47,66,"No","Yes","2244-MHQUM","Female"
"Yes","Fiber optic",100.52,"No","No","Yes",0,"Yes","Yes","No","No","One year","Yes","No","Mailed check",1234.6939,24,"No","Yes","4985-IGDMM","Male"
"Yes","DSL",54.367,"No","No","Yes",0,"Yes","Yes","Yes","No","Two year","No","Yes","Electronic check",6367.35,58,"Yes","Yes","7819-DVURS","Male"
"Yes","DSL",60.153,"No","No","Yes",0,"No","Yes","Yes","Yes","Month-to-month","Yes","Yes","Bank transfer (automatic)",414.694,6,"Yes","Yes","2726-ANRGQ","Female"
"No","DSL",35.5,"No","No","No",0,"No","No","No","No","Month-to-month","Yes","No","Bank transfer (automatic)",42.857,9,"Yes","Yes","1205-KAMPK","Male"
"Yes","Fiber optic",109.561,"Yes","No","Yes",0,"Yes","Yes","Yes","No","One year","No","No","Bank transfer (automatic)",529,25,"Yes","Yes","9877-XPZNS","Male"
"No","Fiber optic",104.663,"Yes","No","Yes",1,"Yes","Yes","No","Yes","Two year","Yes","Yes","Mailed check",6028,72,"No","Yes","2630-GIXCQ","Female"
"No","DSL",78.592,"No","No","Yes",1,"No","No","No","No","One year","No","No","Bank transfer (automatic)",7099.18,72,"Yes","Yes","9669-YMTZJ","Male"
"No","DSL",66.15,"Yes","No","Yes",0,"No","No","Yes","No","Two year","Yes","No","Electronic check",1741.22,70,"Yes","Yes","2934-EKTKL","Female"
"Yes","Fiber optic",98.72,"Yes","Yes","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Bank transfer (automatic)",3122.041,35,"No","Yes","3215-WCQRM","Male"
"Yes","DSL",44.122,"No","Yes","No",0,"Yes","Yes","Yes","Yes","Month-to-month","No","Yes","Bank transfer (automatic)",189.39,3,"Yes","Yes","2771-RVZNV","Female"
"No","DSL",48.9,"No","No","No",0,"No","No","No","Yes","One year","Yes","No","Electronic check",649.796,32,"No","Yes","0534-NOELQ","Female"
"No","Fiber optic",94.347,"No","Yes","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","No","Bank transfer (automatic)",3779.59,39,"Yes","Yes","4751-DIRRG","Male"
"No","Fiber optic",75.7,"Yes","Yes","Yes",1,"No","No","No","No","Two year","Yes","Yes","Bank transfer (automatic)",1271.43,60,"No","Yes","3322-JCFQQ","Male"
"Yes","Fiber optic",69.602,"Yes","No","Yes",1,"No","Yes","Yes","Yes","Month-to-month","No","Yes","Electronic check",2197.143,25,"Yes","Yes","7449-TMJSB","Male"
"No internet service","No",19.092,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","One year","Yes","Yes","Electronic check",5313.061,54,"No","Yes","1410-CLTCB","Male"
"No","Fiber optic",75.51,"Yes","Yes","Yes",0,"Yes","Yes","Yes","No","Two year","No","No","Credit card (automatic)",5693.06,70,"Yes","Yes","9590-JCFLS","Female"
"No","Fiber optic",98.622,"No","No","Yes",1,"Yes","No","Yes","No","One year","No","Yes","Bank transfer (automatic)",3771.02,42,"No","Yes","8230-PPUVF","Male"
"No","Fiber optic",86.367,"Yes","No","No",0,"No","No","No","Yes","Month-to-month","No","Yes","Electronic check",901.63,18,"No","Yes","2409-VAFWV","Male"
"No","Fiber optic",89.7,"Yes","No","Yes",1,"Yes","No","No","No","Month-to-month","No","Yes","Mailed check",1559.59,28,"Yes","Yes","4640-PUXGO","Female"
"Yes","Fiber optic",84.73,"No","No","Yes",0,"No","No","Yes","Yes","Month-to-month","Yes","No","Credit card (automatic)",402.041,20,"Yes","Yes","6941-PPZSO","Female"
"No","DSL",48.76,"No","No","No",1,"Yes","No","No","No","Month-to-month","Yes","Yes","Electronic check",2322.86,32,"Yes","Yes","1868-JXZTV","Male"
"Yes","Fiber optic",106.867,"No","Yes","Yes",0,"Yes","Yes","No","No","Month-to-month","No","No","Electronic check",1580.0,22,"No","Yes","5250-CERSX","Female"
"Yes","Fiber optic",93.959,"Yes","Yes","Yes",0,"Yes","No","Yes","No","One year","Yes","No","Electronic check",1065.7143,17,"No","Yes","6925-SYWSH","Male"
"No","DSL",90.9,"Yes","No","Yes",0,"No","No","Yes","No","Month-to-month","No","Yes","Electronic check",2360.408,43,"No","Yes","8319-OBJAS","Male"
"Yes","DSL",69.296,"No","No","Yes",0,"Yes","No","Yes","No","Month-to-month","No","No","Credit card (automatic)",2962,40,"Yes","Yes","5194-TPRFH","Female"
"No","Fiber optic",106.122,"Yes","No","Yes",1,"Yes","Yes","No","No","Two year","Yes","Yes","Bank transfer (automatic)",1234.29,59,"Yes","Yes","4308-NAPFV","Female"
"No","Fiber optic",94.9,"Yes","Yes","Yes",1,"Yes","No","No","Yes","Month-to-month","No","Yes","Electronic check",2003,21,"No","Yes","0318-JDDCC","Male"
"No internet service","No",25.8,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","One year","No","No","Bank transfer (automatic)",4870.61,60,"No","Yes","0314-ORQEL","Female"
"Yes","Fiber optic",106,"No","No","Yes",0,"Yes","Yes","Yes","No","Two year","No","No","Mailed check",6375.102040816327,72,"Yes","Yes","3598-KSTGG","Male"
"No internet service","No",24.52,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Two year","No","Yes","Credit card (automatic)",4507.76,70,"Yes","Yes","4449-IYYXZ","Male"
"Yes","DSL",50.857,"Yes","No","Yes",0,"Yes","Yes","No","No","One year","Yes","Yes","Electronic check",4365.71,45,"No","Yes","2761-JWMFD","Female"
"Yes","Fiber optic",95.745,"Yes","Yes","Yes",0,"No","No","No","No","Month-to-month","Yes","Yes","Credit card (automatic)",1000.0,58,"Yes","Yes","4584-JMWXV","Female"
"Yes","Fiber optic",90.857,"Yes","Yes","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","No","Mailed check",173.47,3,"Yes","Yes","6841-FTWMR","Male"
"Yes","DSL",74.898,"No","No","Yes",0,"Yes","No","No","Yes","Month-to-month","No","Yes","Electronic check",1677.143,19,"Yes","Yes","6314-BYDWQ","Female"
